"Dish Name",Category,"Serving Size","Calories (kcal)","Carbs (g)","Protein (g)","Fat (g)",Notes,Ingredients
"Ginisang Munggo (Fiesta Portion)",Lunch/Dinner,"1 cup (200g)",364,50,22,8,"Mung bean stew","Mung beans, Pork or shrimp, Onion, Garlic, Tomatoes, Spinach or malunggay, Fish sauce, Cooking oil, Water, Salt, Black pepper"
"Ginisang Munggo (Budget Bowl)",Lunch/Dinner,"1 cup (200g)",221,30,13,5,"Mung bean stew","Mung beans, Pork or shrimp, Onion, Garlic, Tomatoes, Spinach or malunggay, Fish sauce, Cooking oil, Water, Salt, Black pepper"
"Munggo with Chicharon (Small Serving)",Lunch/Dinner,"1 cup (220g)",240,27,13,7,"With pork cracklings","Mung beans, Pork, Chicharon, Onion, Garlic, Tomatoes, Spinach or malunggay, Fish sauce, Cooking oil, Water, Salt, Black pepper"
"Munggo with Chicharon (Large Serving)",Lunch/Dinner,"1 cup (220g)",400,45,22,12,"With pork cracklings","Mung beans, Pork, Chicharon, Onion, Garlic, Tomatoes, Spinach or malunggay, Fish sauce, Cooking oil, Water, Salt, Black pepper"
"Munggo with Chicharon (Spicy Variant)",Lunch/Dinner,"1 cup (220g)",320,36,18,10,"With pork cracklings; spicy","Mung beans, Pork, Chicharon, Onion, Garlic, Tomatoes, Spinach or malunggay, Fish sauce, Cooking oil, Water, Salt, Black pepper"
"Munggo with Chicharon (Low-Sodium)",Lunch/Dinner,"1 cup (220g)",320,36,18,10,"With pork cracklings; reduced salt","Mung beans, Pork, Chicharon, Onion, Garlic, Tomatoes, Spinach or malunggay, Fish sauce, Cooking oil, Water, Salt, Black pepper"
"Munggo with Chicharon (With Brown Rice)",Lunch/Dinner,"1 cup (220g)",336,43,18,10,"With pork cracklings; whole grain option","Mung beans, Pork, Chicharon, Onion, Garlic, Tomatoes, Spinach or malunggay, Fish sauce, Cooking oil, Water, Salt, Black pepper"
"Munggo with Chicharon (Fiesta Portion)",Lunch/Dinner,"1 cup (220g)",448,50,25,14,"With pork cracklings","Mung beans, Pork, Chicharon, Onion, Garlic, Tomatoes, Spinach or malunggay, Fish sauce, Cooking oil, Water, Salt, Black pepper"
"Munggo with Chicharon (Budget Bowl)",Lunch/Dinner,"1 cup (220g)",272,30,15,8,"With pork cracklings","Mung beans, Pork, Chicharon, Onion, Garlic, Tomatoes, Spinach or malunggay, Fish sauce, Cooking oil, Water, Salt, Black pepper"
"Ginisang Ampalaya (Small Serving)",Lunch/Dinner,"1 cup (200g)",135,10,7,6,"Bitter gourd with egg","Bitter gourd, Eggs, Onion, Garlic, Tomatoes, Fish sauce, Cooking oil, Salt, Black pepper"
"Ginisang Ampalaya (Large Serving)",Lunch/Dinner,"1 cup (200g)",225,17,12,10,"Bitter gourd with egg","Bitter gourd, Eggs, Onion, Garlic, Tomatoes, Fish sauce, Cooking oil, Salt, Black pepper"
"Ginisang Ampalaya (Spicy Variant)",Lunch/Dinner,"1 cup (200g)",180,14,10,8,"Bitter gourd with egg; spicy","Bitter gourd, Eggs, Onion, Garlic, Tomatoes, Fish sauce, Cooking oil, Salt, Black pepper"
"Ginisang Ampalaya (Low-Sodium)",Lunch/Dinner,"1 cup (200g)",180,14,10,8,"Bitter gourd with egg; reduced salt","Bitter gourd, Eggs, Onion, Garlic, Tomatoes, Fish sauce, Cooking oil, Salt, Black pepper"
"Ginisang Ampalaya (With Brown Rice)",Lunch/Dinner,"1 cup (200g)",189,20,10,8,"Bitter gourd with egg; whole grain option","Bitter gourd, Eggs, Onion, Garlic, Tomatoes, Fish sauce, Cooking oil, Salt, Black pepper"
"Ginisang Ampalaya (Fiesta Portion)",Lunch/Dinner,"1 cup (200g)",251,19,14,11,"Bitter gourd with egg","Bitter gourd, Eggs, Onion, Garlic, Tomatoes, Fish sauce, Cooking oil, Salt, Black pepper"
"Ginisang Ampalaya (Budget Bowl)",Lunch/Dinner,"1 cup (200g)",153,11,8,6,"Bitter gourd with egg","Bitter gourd, Eggs, Onion, Garlic, Tomatoes, Fish sauce, Cooking oil, Salt, Black pepper"
"Chopsuey (Small Serving)",Lunch/Dinner,"1 cup (200g)",165,16,7,6,"Stir-fried mixed vegetables","Mixed vegetables (cabbage, carrots, bell peppers, snow peas, mushrooms), Chicken or pork, Onion, Garlic, Soy sauce, Oyster sauce, Cornstarch, Cooking oil, Salt, Black pepper"
"Chopsuey (Large Serving)",Lunch/Dinner,"1 cup (200g)",275,27,12,10,"Stir-fried mixed vegetables","Mixed vegetables (cabbage, carrots, bell peppers, snow peas, mushrooms), Chicken or pork, Onion, Garlic, Soy sauce, Oyster sauce, Cornstarch, Cooking oil, Salt, Black pepper"
"Chopsuey (Spicy Variant)",Lunch/Dinner,"1 cup (200g)",220,22,10,8,"Stir-fried mixed vegetables; spicy","Mixed vegetables (cabbage, carrots, bell peppers, snow peas, mushrooms), Chicken or pork, Onion, Garlic, Soy sauce, Oyster sauce, Cornstarch, Cooking oil, Salt, Black pepper"
"Chopsuey (Low-Sodium)",Lunch/Dinner,"1 cup (200g)",220,22,10,8,"Stir-fried mixed vegetables; reduced salt","Mixed vegetables (cabbage, carrots, bell peppers, snow peas, mushrooms), Chicken or pork, Onion, Garlic, Soy sauce, Oyster sauce, Cornstarch, Cooking oil, Salt, Black pepper"
"Chopsuey (With Brown Rice)",Lunch/Dinner,"1 cup (200g)",231,29,10,8,"Stir-fried mixed vegetables; whole grain option","Mixed vegetables (cabbage, carrots, bell peppers, snow peas, mushrooms), Chicken or pork, Onion, Garlic, Soy sauce, Oyster sauce, Cornstarch, Cooking oil, Salt, Black pepper"
"Chopsuey (Fiesta Portion)",Lunch/Dinner,"1 cup (200g)",308,30,14,11,"Stir-fried mixed vegetables","Mixed vegetables (cabbage, carrots, bell peppers, snow peas, mushrooms), Chicken or pork, Onion, Garlic, Soy sauce, Oyster sauce, Cornstarch, Cooking oil, Salt, Black pepper"
"Chopsuey (Budget Bowl)",Lunch/Dinner,"1 cup (200g)",187,18,8,6,"Stir-fried mixed vegetables","Mixed vegetables (cabbage, carrots, bell peppers, snow peas, mushrooms), Chicken or pork, Onion, Garlic, Soy sauce, Oyster sauce, Cornstarch, Cooking oil, Salt, Black pepper"
"Pakbet Tagalog (Small Serving)",Lunch/Dinner,"1 cup (200g)",142,15,6,5,"Veg medley with bagoong","Eggplant, Okra, String beans, Squash, Tomatoes, Onion, Garlic, Shrimp paste (bagoong), Pork (optional), Cooking oil, Water"
"Pakbet Tagalog (Large Serving)",Lunch/Dinner,"1 cup (200g)",237,25,10,8,"Veg medley with bagoong","Eggplant, Okra, String beans, Squash, Tomatoes, Onion, Garlic, Shrimp paste (bagoong), Pork (optional), Cooking oil, Water"
"Pakbet Tagalog (Spicy Variant)",Lunch/Dinner,"1 cup (200g)",190,20,8,7,"Veg medley with bagoong; spicy","Eggplant, Okra, String beans, Squash, Tomatoes, Onion, Garlic, Shrimp paste (bagoong), Pork (optional), Cooking oil, Water"
"Pakbet Tagalog (Low-Sodium)",Lunch/Dinner,"1 cup (200g)",190,20,8,7,"Veg medley with bagoong; reduced salt","Eggplant, Okra, String beans, Squash, Tomatoes, Onion, Garlic, Shrimp paste (bagoong), Pork (optional), Cooking oil, Water"
"Pakbet Tagalog (With Brown Rice)",Lunch/Dinner,"1 cup (200g)",199,27,8,7,"Veg medley with bagoong; whole grain option","Eggplant, Okra, String beans, Squash, Tomatoes, Onion, Garlic, Shrimp paste (bagoong), Pork (optional), Cooking oil, Water"
"Pakbet Tagalog (Fiesta Portion)",Lunch/Dinner,"1 cup (200g)",266,28,11,9,"Veg medley with bagoong","Eggplant, Okra, String beans, Squash, Tomatoes, Onion, Garlic, Shrimp paste (bagoong), Pork (optional), Cooking oil, Water"
"Pakbet Tagalog (Budget Bowl)",Lunch/Dinner,"1 cup (200g)",161,17,6,5,"Veg medley with bagoong","Eggplant, Okra, String beans, Squash, Tomatoes, Onion, Garlic, Shrimp paste (bagoong), Pork (optional), Cooking oil, Water"
"Isaw Manok (Small Serving)",Snack/Street,"3 sticks (90g)",180,4,13,12,"Grilled chicken intestines","Chicken intestines, Vinegar, Salt, Black pepper, Cooking oil"
"Isaw Manok (Large Serving)",Snack/Street,"3 sticks (90g)",300,7,22,20,"Grilled chicken intestines","Chicken intestines, Vinegar, Salt, Black pepper, Cooking oil"
"Isaw Manok (Spicy Variant)",Snack/Street,"3 sticks (90g)",240,6,18,16,"Grilled chicken intestines; spicy","Chicken intestines, Vinegar, Salt, Black pepper, Cooking oil"
"Isaw Manok (Low-Sodium)",Snack/Street,"3 sticks (90g)",240,6,18,16,"Grilled chicken intestines; reduced salt","Chicken intestines, Vinegar, Salt, Black pepper, Cooking oil"
"Isaw Manok (With Brown Rice)",Snack/Street,"3 sticks (90g)",252,12,18,16,"Grilled chicken intestines; whole grain option","Chicken intestines, Vinegar, Salt, Black pepper, Cooking oil"
"Isaw Manok (Fiesta Portion)",Snack/Street,"3 sticks (90g)",336,8,25,22,"Grilled chicken intestines","Chicken intestines, Vinegar, Salt, Black pepper, Cooking oil"
"Isaw Manok (Budget Bowl)",Snack/Street,"3 sticks (90g)",204,5,15,13,"Grilled chicken intestines","Chicken intestines, Vinegar, Salt, Black pepper, Cooking oil"
"Isaw Baboy (Small Serving)",Snack/Street,"3 sticks (90g)",195,4,12,13,"Grilled pork intestines","Pork intestines, Vinegar, Salt, Black pepper, Cooking oil"
"Isaw Baboy (Large Serving)",Snack/Street,"3 sticks (90g)",325,7,20,22,"Grilled pork intestines","Pork intestines, Vinegar, Salt, Black pepper, Cooking oil"
"Isaw Baboy (Spicy Variant)",Snack/Street,"3 sticks (90g)",260,6,16,18,"Grilled pork intestines; spicy","Pork intestines, Vinegar, Salt, Black pepper, Cooking oil"
"Isaw Baboy (Low-Sodium)",Snack/Street,"3 sticks (90g)",260,6,16,18,"Grilled pork intestines; reduced salt","Pork intestines, Vinegar, Salt, Black pepper, Cooking oil"
"Isaw Baboy (With Brown Rice)",Snack/Street,"3 sticks (90g)",273,12,16,18,"Grilled pork intestines; whole grain option","Pork intestines, Vinegar, Salt, Black pepper, Cooking oil"
"Isaw Baboy (Fiesta Portion)",Snack/Street,"3 sticks (90g)",364,8,22,25,"Grilled pork intestines","Pork intestines, Vinegar, Salt, Black pepper, Cooking oil"
"Isaw Baboy (Budget Bowl)",Snack/Street,"3 sticks (90g)",221,5,13,15,"Grilled pork intestines","Pork intestines, Vinegar, Salt, Black pepper, Cooking oil"
"Betamax (Dugo) (Small Serving)",Snack/Street,"3 pcs (90g)",157,6,10,9,"Grilled pork blood","Pork blood, Salt, Black pepper, Cooking oil"
"Betamax (Dugo) (Large Serving)",Snack/Street,"3 pcs (90g)",262,11,17,15,"Grilled pork blood","Pork blood, Salt, Black pepper, Cooking oil"
"Betamax (Dugo) (Spicy Variant)",Snack/Street,"3 pcs (90g)",210,9,14,12,"Grilled pork blood; spicy","Pork blood, Salt, Black pepper, Cooking oil"
"Betamax (Dugo) (Low-Sodium)",Snack/Street,"3 pcs (90g)",210,9,14,12,"Grilled pork blood; reduced salt","Pork blood, Salt, Black pepper, Cooking oil"
"Betamax (Dugo) (With Brown Rice)",Snack/Street,"3 pcs (90g)",220,15,14,12,"Grilled pork blood; whole grain option","Pork blood, Salt, Black pepper, Cooking oil"
"Betamax (Dugo) (Fiesta Portion)",Snack/Street,"3 pcs (90g)",294,12,19,16,"Grilled pork blood","Pork blood, Salt, Black pepper, Cooking oil"
"Betamax (Dugo) (Budget Bowl)",Snack/Street,"3 pcs (90g)",178,7,11,10,"Grilled pork blood","Pork blood, Salt, Black pepper, Cooking oil"
"Adidas (Chicken Feet) (Small Serving)",Snack/Street,"3 pcs (120g)",165,4,12,9,"Grilled chicken feet","Chicken feet, Vinegar, Salt, Black pepper, Cooking oil"
"Adidas (Chicken Feet) (Large Serving)",Snack/Street,"3 pcs (120g)",275,7,20,15,"Grilled chicken feet","Chicken feet, Vinegar, Salt, Black pepper, Cooking oil"
"Adidas (Chicken Feet) (Spicy Variant)",Snack/Street,"3 pcs (120g)",220,6,16,12,"Grilled chicken feet; spicy","Chicken feet, Vinegar, Salt, Black pepper, Cooking oil"
"Adidas (Chicken Feet) (Low-Sodium)",Snack/Street,"3 pcs (120g)",220,6,16,12,"Grilled chicken feet; reduced salt","Chicken feet, Vinegar, Salt, Black pepper, Cooking oil"
"Adidas (Chicken Feet) (With Brown Rice)",Snack/Street,"3 pcs (120g)",231,12,16,12,"Grilled chicken feet; whole grain option","Chicken feet, Vinegar, Salt, Black pepper, Cooking oil"
"Adidas (Chicken Feet) (Fiesta Portion)",Snack/Street,"3 pcs (120g)",308,8,22,16,"Grilled chicken feet","Chicken feet, Vinegar, Salt, Black pepper, Cooking oil"
"Adidas (Chicken Feet) (Budget Bowl)",Snack/Street,"3 pcs (120g)",187,5,13,10,"Grilled chicken feet","Chicken feet, Vinegar, Salt, Black pepper, Cooking oil"
"Helmet (Chicken Head) (Small Serving)",Snack/Street,"2 pcs (120g)",180,3,13,10,"Grilled chicken head","Chicken head, Vinegar, Salt, Black pepper, Cooking oil"
"Helmet (Chicken Head) (Large Serving)",Snack/Street,"2 pcs (120g)",300,5,22,17,"Grilled chicken head","Chicken head, Vinegar, Salt, Black pepper, Cooking oil"
"Helmet (Chicken Head) (Spicy Variant)",Snack/Street,"2 pcs (120g)",240,4,18,14,"Grilled chicken head; spicy","Chicken head, Vinegar, Salt, Black pepper, Cooking oil"
"Helmet (Chicken Head) (Low-Sodium)",Snack/Street,"2 pcs (120g)",240,4,18,14,"Grilled chicken head; reduced salt","Chicken head, Vinegar, Salt, Black pepper, Cooking oil"
"Helmet (Chicken Head) (With Brown Rice)",Snack/Street,"2 pcs (120g)",252,10,18,14,"Grilled chicken head; whole grain option","Chicken head, Vinegar, Salt, Black pepper, Cooking oil"
"Helmet (Chicken Head) (Fiesta Portion)",Snack/Street,"2 pcs (120g)",336,5,25,19,"Grilled chicken head","Chicken head, Vinegar, Salt, Black pepper, Cooking oil"
"Helmet (Chicken Head) (Budget Bowl)",Snack/Street,"2 pcs (120g)",204,3,15,11,"Grilled chicken head","Chicken head, Vinegar, Salt, Black pepper, Cooking oil"
"Kwek-Kwek (Small Serving)",Snack/Street,"6 pcs (150g)",315,31,13,15,"Quail eggs in orange batter","Quail eggs, All-purpose flour, Cornstarch, Annatto powder, Salt, Black pepper, Cooking oil"
"Kwek-Kwek (Large Serving)",Snack/Street,"6 pcs (150g)",525,52,22,25,"Quail eggs in orange batter","Quail eggs, All-purpose flour, Cornstarch, Annatto powder, Salt, Black pepper, Cooking oil"
"Kwek-Kwek (Spicy Variant)",Snack/Street,"6 pcs (150g)",420,42,18,20,"Quail eggs in orange batter; spicy","Quail eggs, All-purpose flour, Cornstarch, Annatto powder, Salt, Black pepper, Cooking oil"
"Kwek-Kwek (Low-Sodium)",Snack/Street,"6 pcs (150g)",420,42,18,20,"Quail eggs in orange batter; reduced salt","Quail eggs, All-purpose flour, Cornstarch, Annatto powder, Salt, Black pepper, Cooking oil"
"Kwek-Kwek (With Brown Rice)",Snack/Street,"6 pcs (150g)",441,50,18,21,"Quail eggs in orange batter; whole grain option","Quail eggs, All-purpose flour, Cornstarch, Annatto powder, Salt, Black pepper, Cooking oil"
"Kwek-Kwek (Fiesta Portion)",Snack/Street,"6 pcs (150g)",588,58,25,28,"Quail eggs in orange batter","Quail eggs, All-purpose flour, Cornstarch, Annatto powder, Salt, Black pepper, Cooking oil"
"Kwek-Kwek (Budget Bowl)",Snack/Street,"6 pcs (150g)",357,35,15,17,"Quail eggs in orange batter","Quail eggs, All-purpose flour, Cornstarch, Annatto powder, Salt, Black pepper, Cooking oil"
"Tokneneng (Small Serving)",Snack/Street,"3 pcs (180g)",337,30,16,18,"Chicken egg battered & fried","Chicken eggs, All-purpose flour, Cornstarch, Annatto powder, Salt, Black pepper, Cooking oil"
"Tokneneng (Large Serving)",Snack/Street,"3 pcs (180g)",562,50,27,30,"Chicken egg battered & fried","Chicken eggs, All-purpose flour, Cornstarch, Annatto powder, Salt, Black pepper, Cooking oil"
"Tokneneng (Spicy Variant)",Snack/Street,"3 pcs (180g)",450,40,22,24,"Chicken egg battered & fried; spicy","Chicken eggs, All-purpose flour, Cornstarch, Annatto powder, Salt, Black pepper, Cooking oil"
"Tokneneng (Low-Sodium)",Snack/Street,"3 pcs (180g)",450,40,22,24,"Chicken egg battered & fried; reduced salt","Chicken eggs, All-purpose flour, Cornstarch, Annatto powder, Salt, Black pepper, Cooking oil"
"Tokneneng (With Brown Rice)",Snack/Street,"3 pcs (180g)",472,48,23,25,"Chicken egg battered & fried; whole grain option","Chicken eggs, All-purpose flour, Cornstarch, Annatto powder, Salt, Black pepper, Cooking oil"
"Tokneneng (Fiesta Portion)",Snack/Street,"3 pcs (180g)",630,56,30,33,"Chicken egg battered & fried","Chicken eggs, All-purpose flour, Cornstarch, Annatto powder, Salt, Black pepper, Cooking oil"
"Tokneneng (Budget Bowl)",Snack/Street,"3 pcs (180g)",382,34,18,20,"Chicken egg battered & fried","Chicken eggs, All-purpose flour, Cornstarch, Annatto powder, Salt, Black pepper, Cooking oil"
"Fishball (Small Serving)",Snack/Street,"10 pcs (120g)",195,21,6,7,"With sweet or spicy sauce","Fish, All-purpose flour, Cornstarch, Salt, Black pepper, Cooking oil, Sweet or spicy sauce"
"Fishball (Large Serving)",Snack/Street,"10 pcs (120g)",325,35,10,12,"With sweet or spicy sauce","Fish, All-purpose flour, Cornstarch, Salt, Black pepper, Cooking oil, Sweet or spicy sauce"
"Fishball (Spicy Variant)",Snack/Street,"10 pcs (120g)",260,28,8,10,"With sweet or spicy sauce; spicy","Fish, All-purpose flour, Cornstarch, Salt, Black pepper, Cooking oil, Sweet or spicy sauce"
"Fishball (Low-Sodium)",Snack/Street,"10 pcs (120g)",260,28,8,10,"With sweet or spicy sauce; reduced salt","Fish, All-purpose flour, Cornstarch, Salt, Black pepper, Cooking oil, Sweet or spicy sauce"
"Fishball (With Brown Rice)",Snack/Street,"10 pcs (120g)",273,35,8,10,"With sweet or spicy sauce; whole grain option","Fish, All-purpose flour, Cornstarch, Salt, Black pepper, Cooking oil, Sweet or spicy sauce"
"Fishball (Fiesta Portion)",Snack/Street,"10 pcs (120g)",364,39,11,14,"With sweet or spicy sauce","Fish, All-purpose flour, Cornstarch, Salt, Black pepper, Cooking oil, Sweet or spicy sauce"
"Fishball (Budget Bowl)",Snack/Street,"10 pcs (120g)",221,23,6,8,"With sweet or spicy sauce","Fish, All-purpose flour, Cornstarch, Salt, Black pepper, Cooking oil, Sweet or spicy sauce"
"Kikiam (Small Serving)",Snack/Street,"6 pcs (150g)",240,22,9,10,"Street variant","Ground pork, Carrots, Onion, Garlic, Salt, Black pepper, Wrapper, Cooking oil"
"Kikiam (Large Serving)",Snack/Street,"6 pcs (150g)",400,37,15,17,"Street variant","Ground pork, Carrots, Onion, Garlic, Salt, Black pepper, Wrapper, Cooking oil"
"Kikiam (Spicy Variant)",Snack/Street,"6 pcs (150g)",320,30,12,14,"Street variant; spicy","Ground pork, Carrots, Onion, Garlic, Salt, Black pepper, Wrapper, Cooking oil"
"Kikiam (Low-Sodium)",Snack/Street,"6 pcs (150g)",320,30,12,14,"Street variant; reduced salt","Ground pork, Carrots, Onion, Garlic, Salt, Black pepper, Wrapper, Cooking oil"
"Kikiam (With Brown Rice)",Snack/Street,"6 pcs (150g)",336,37,12,14,"Street variant; whole grain option","Ground pork, Carrots, Onion, Garlic, Salt, Black pepper, Wrapper, Cooking oil"
"Kikiam (Fiesta Portion)",Snack/Street,"6 pcs (150g)",448,42,16,19,"Street variant","Ground pork, Carrots, Onion, Garlic, Salt, Black pepper, Wrapper, Cooking oil"
"Kikiam (Budget Bowl)",Snack/Street,"6 pcs (150g)",272,25,10,11,"Street variant","Ground pork, Carrots, Onion, Garlic, Salt, Black pepper, Wrapper, Cooking oil"
"Squidball (Small Serving)",Snack/Street,"8 pcs (140g)",225,21,7,10,"Popular street snack","Squid, All-purpose flour, Cornstarch, Salt, Black pepper, Cooking oil"
"Squidball (Large Serving)",Snack/Street,"8 pcs (140g)",375,35,12,17,"Popular street snack","Squid, All-purpose flour, Cornstarch, Salt, Black pepper, Cooking oil"
"Squidball (Spicy Variant)",Snack/Street,"8 pcs (140g)",300,28,10,14,"Popular street snack; spicy","Squid, All-purpose flour, Cornstarch, Salt, Black pepper, Cooking oil"
"Squidball (Low-Sodium)",Snack/Street,"8 pcs (140g)",300,28,10,14,"Popular street snack; reduced salt","Squid, All-purpose flour, Cornstarch, Salt, Black pepper, Cooking oil"
"Squidball (With Brown Rice)",Snack/Street,"8 pcs (140g)",315,35,10,14,"Popular street snack; whole grain option","Squid, All-purpose flour, Cornstarch, Salt, Black pepper, Cooking oil"
"Squidball (Fiesta Portion)",Snack/Street,"8 pcs (140g)",420,39,14,19,"Popular street snack","Squid, All-purpose flour, Cornstarch, Salt, Black pepper, Cooking oil"
"Squidball (Budget Bowl)",Snack/Street,"8 pcs (140g)",255,23,8,11,"Popular street snack","Squid, All-purpose flour, Cornstarch, Salt, Black pepper, Cooking oil"
"Calamares (Fried Squid) (Small Serving)",Snack/Street,"1 plate (180g)",315,22,16,16,"Fried battered squid","Squid, All-purpose flour, Cornstarch, Salt, Black pepper, Cooking oil, Calamansi"
"Calamares (Fried Squid) (Large Serving)",Snack/Street,"1 plate (180g)",525,37,27,27,"Fried battered squid","Squid, All-purpose flour, Cornstarch, Salt, Black pepper, Cooking oil, Calamansi"
"Calamares (Fried Squid) (Spicy Variant)",Snack/Street,"1 plate (180g)",420,30,22,22,"Fried battered squid; spicy","Squid, All-purpose flour, Cornstarch, Salt, Black pepper, Cooking oil, Calamansi"
"Calamares (Fried Squid) (Low-Sodium)",Snack/Street,"1 plate (180g)",420,30,22,22,"Fried battered squid; reduced salt","Squid, All-purpose flour, Cornstarch, Salt, Black pepper, Cooking oil, Calamansi"
"Calamares (Fried Squid) (With Brown Rice)",Snack/Street,"1 plate (180g)",441,37,23,23,"Fried battered squid; whole grain option","Squid, All-purpose flour, Cornstarch, Salt, Black pepper, Cooking oil, Calamansi"
"Calamares (Fried Squid) (Fiesta Portion)",Snack/Street,"1 plate (180g)",588,42,30,30,"Fried battered squid","Squid, All-purpose flour, Cornstarch, Salt, Black pepper, Cooking oil, Calamansi"
"Calamares (Fried Squid) (Budget Bowl)",Snack/Street,"1 plate (180g)",357,25,18,18,"Fried battered squid","Squid, All-purpose flour, Cornstarch, Salt, Black pepper, Cooking oil, Calamansi"
"Balut (Fertilized Duck Egg) (Small Serving)",Snack/Street,"1 egg (70g)",141,1,9,10,"Street delicacy","Fertilized duck egg, Salt, Vinegar"
"Balut (Fertilized Duck Egg) (Large Serving)",Snack/Street,"1 egg (70g)",235,2,16,17,"Street delicacy","Fertilized duck egg, Salt, Vinegar"
