"Dish Name",Category,"Serving Size","Calories (kcal)","Carbs (g)","Protein (g)","Fat (g)",Notes,Ingredients
"Ginataang Gulay (Mixed) (Low-Sodium)",Lunch/Dinner,"1 cup (200g)",280,22,8,18,"Mixed veggies in coconut milk; reduced salt","Coconut, Coconut milk, Egg, Gulay"
"Ginataang Gulay (Mixed) (With Brown Rice)",Lunch/Dinner,"1 cup (200g)",294,29,8,18,"Mixed veggies in coconut milk; whole grain option","Coconut, Coconut milk, Egg, Gulay, Rice"
"Ginataang Gulay (Mixed) (Fiesta Portion)",Lunch/Dinner,"1 cup (200g)",392,30,11,25,"Mixed veggies in coconut milk","Coconut, Coconut milk, Egg, Gulay"
"Ginataang Gulay (Mixed) (Budget Bowl)",Lunch/Dinner,"1 cup (200g)",238,18,6,15,"Mixed veggies in coconut milk","Coconut, Coconut milk, Egg, Gulay"
"Tinapa at Kamatis (Small Serving)",Breakfast/Lunch,"1 plate (150g)",165,6,12,9,"Smoked fish with tomato","Fish, Smoked fish, Tinapa, Tomato"
"Tinapa at Kamatis (Large Serving)",Breakfast/Lunch,"1 plate (150g)",275,10,20,15,"Smoked fish with tomato","Fish, Smoked fish, Tinapa, Tomato"
"Tinapa at Kamatis (Spicy Variant)",Breakfast/Lunch,"1 plate (150g)",220,8,16,12,"Smoked fish with tomato; spicy","Fish, Smoked fish, Tinapa, Tomato, Tomato; spicy"
"Tinapa at Kamatis (Low-Sodium)",Breakfast/Lunch,"1 plate (150g)",220,8,16,12,"Smoked fish with tomato; reduced salt","Fish, Smoked fish, Tinapa, Tomato, Tomato; reduced salt"
"Tinapa at Kamatis (With Brown Rice)",Breakfast/Lunch,"1 plate (150g)",231,14,16,12,"Smoked fish with tomato; whole grain option","Fish, Rice, Smoked fish, Tinapa, Tomato, Tomato; whole grain option"
"Tinapa at Kamatis (Fiesta Portion)",Breakfast/Lunch,"1 plate (150g)",308,11,22,16,"Smoked fish with tomato","Fish, Smoked fish, Tinapa, Tomato"
"Tinapa at Kamatis (Budget Bowl)",Breakfast/Lunch,"1 plate (150g)",187,6,13,10,"Smoked fish with tomato","Fish, Smoked fish, Tinapa, Tomato"
"Arroz Valenciana (Small Serving)",Lunch/Dinner,"1 plate (300g)",405,60,13,9,"Fiesta rice dish",Rice
"Arroz Valenciana (Large Serving)",Lunch/Dinner,"1 plate (300g)",675,100,22,15,"Fiesta rice dish",Rice
"Arroz Valenciana (Spicy Variant)",Lunch/Dinner,"1 plate (300g)",540,80,18,12,"Fiesta rice dish; spicy",Rice
"Arroz Valenciana (Low-Sodium)",Lunch/Dinner,"1 plate (300g)",540,80,18,12,"Fiesta rice dish; reduced salt",Rice
"Arroz Valenciana (With Brown Rice)",Lunch/Dinner,"1 plate (300g)",567,90,18,12,"Fiesta rice dish; whole grain option",Rice
"Arroz Valenciana (Fiesta Portion)",Lunch/Dinner,"1 plate (300g)",756,112,25,16,"Fiesta rice dish",Rice
"Arroz Valenciana (Budget Bowl)",Lunch/Dinner,"1 plate (300g)",459,68,15,10,"Fiesta rice dish",Rice
"Pritong Manok (Small Serving)",Lunch/Dinner,150g,270,4,21,16,"Fried chicken",Chicken
"Pritong Manok (Large Serving)",Lunch/Dinner,150g,450,7,35,27,"Fried chicken",Chicken
"Pritong Manok (Spicy Variant)",Lunch/Dinner,150g,360,6,28,22,"Fried chicken; spicy",Chicken
"Pritong Manok (Low-Sodium)",Lunch/Dinner,150g,360,6,28,22,"Fried chicken; reduced salt",Chicken
"Pritong Manok (With Brown Rice)",Lunch/Dinner,150g,378,12,29,23,"Fried chicken; whole grain option","Chicken, Rice"
"Pritong Manok (Fiesta Portion)",Lunch/Dinner,150g,503,8,39,30,"Fried chicken",Chicken
"Pritong Manok (Budget Bowl)",Lunch/Dinner,150g,306,5,23,18,"Fried chicken",Chicken
"Inihaw na Manok (Small Serving)",Lunch/Dinner,150g,240,3,21,15,"Grilled chicken",Chicken
"Inihaw na Manok (Large Serving)",Lunch/Dinner,150g,400,5,35,25,"Grilled chicken",Chicken
"Inihaw na Manok (Spicy Variant)",Lunch/Dinner,150g,320,4,28,20,"Grilled chicken; spicy",Chicken
"Inihaw na Manok (Low-Sodium)",Lunch/Dinner,150g,320,4,28,20,"Grilled chicken; reduced salt",Chicken
"Inihaw na Manok (With Brown Rice)",Lunch/Dinner,150g,336,10,29,21,"Grilled chicken; whole grain option","Chicken, Rice"
"Inihaw na Manok (Fiesta Portion)",Lunch/Dinner,150g,448,5,39,28,"Grilled chicken",Chicken
"Inihaw na Manok (Budget Bowl)",Lunch/Dinner,150g,272,3,23,17,"Grilled chicken",Chicken
"Skinless Longganisa (Small Serving)",Breakfast,"2 links (80g)",210,4,9,16,"Homemade style",Longganisa
"Skinless Longganisa (Large Serving)",Breakfast,"2 links (80g)",350,7,15,27,"Homemade style",Longganisa
"Skinless Longganisa (Spicy Variant)",Breakfast,"2 links (80g)",280,6,12,22,"Homemade style; spicy",Longganisa
"Skinless Longganisa (Low-Sodium)",Breakfast,"2 links (80g)",280,6,12,22,"Homemade style; reduced salt",Longganisa
"Skinless Longganisa (With Brown Rice)",Breakfast,"2 links (80g)",294,12,12,23,"Homemade style; whole grain option","Longganisa, Rice"
"Skinless Longganisa (Fiesta Portion)",Breakfast,"2 links (80g)",392,8,16,30,"Homemade style",Longganisa
"Skinless Longganisa (Budget Bowl)",Breakfast,"2 links (80g)",238,5,10,18,"Homemade style",Longganisa
"Pork Tocino (Small Serving)",Breakfast/Lunch,100g,217,15,9,13,"Sweet cured pork","Pork, Tocino"
"Pork Tocino (Large Serving)",Breakfast/Lunch,100g,362,25,15,22,"Sweet cured pork","Pork, Tocino"
"Pork Tocino (Spicy Variant)",Breakfast/Lunch,100g,290,20,12,18,"Sweet cured pork; spicy","Pork, Tocino"
"Pork Tocino (Low-Sodium)",Breakfast/Lunch,100g,290,20,12,18,"Sweet cured pork; reduced salt","Pork, Tocino"
"Pork Tocino (With Brown Rice)",Breakfast/Lunch,100g,304,27,12,18,"Sweet cured pork; whole grain option","Pork, Rice, Tocino"
"Pork Tocino (Fiesta Portion)",Breakfast/Lunch,100g,406,28,16,25,"Sweet cured pork","Pork, Tocino"
"Pork Tocino (Budget Bowl)",Breakfast/Lunch,100g,246,17,10,15,"Sweet cured pork","Pork, Tocino"
"Beef Tapa (Small Serving)",Breakfast/Lunch,100g,195,4,15,12,"Cured beef strips","Beef, Tapa"
"Beef Tapa (Large Serving)",Breakfast/Lunch,100g,325,7,25,20,"Cured beef strips","Beef, Tapa"
"Beef Tapa (Spicy Variant)",Breakfast/Lunch,100g,260,6,20,16,"Cured beef strips; spicy","Beef, Tapa"
"Beef Tapa (Low-Sodium)",Breakfast/Lunch,100g,260,6,20,16,"Cured beef strips; reduced salt","Beef, Tapa"
"Beef Tapa (With Brown Rice)",Breakfast/Lunch,100g,273,12,21,16,"Cured beef strips; whole grain option","Beef, Rice, Tapa"
"Beef Tapa (Fiesta Portion)",Breakfast/Lunch,100g,364,8,28,22,"Cured beef strips","Beef, Tapa"
"Beef Tapa (Budget Bowl)",Breakfast/Lunch,100g,221,5,17,13,"Cured beef strips","Beef, Tapa"
"Batangas Lomi Special",Lunch/Dinner,"1 bowl (350g)",560,65,22,20,"With liver, kikiam, chicharon","Chicharo, Chicharon, Liver, Noodles"
"Pares w/ Garlic Rice",Lunch/Dinner,"1 set",780,85,35,28,"Beef pares with rice & soup","Beef, Garlic, Rice, Rice & soup"
"Goto Special (With Tokwa't Baboy)",Breakfast/Snack,"1 bowl + side",520,60,26,18,"Hearty combo","Pork, Rice"
"Arroz Caldo w/ Egg",Breakfast/Snack,"1 bowl (280g)",360,48,18,10,"With boiled egg","Boiled egg, Egg, Rice"
"Tinapa Omelette",Breakfast,"1 serving",280,6,16,20,"Eggs with smoked fish","Egg, Fish, Smoked fish, Tinapa"
"Sardinas with Misua",Lunch/Dinner,"1 bowl (250g)",320,46,14,8,"Budget-friendly soup",Sardinas
"Ginataang Langka",Lunch/Dinner,"1 cup (200g)",300,20,8,20,"Young jackfruit in coconut milk","Coconut, Coconut milk, Jackfruit"
"Binignit (Visayan Ginataan)",Snack/Dessert,"1 bowl (250g)",360,68,4,8,"Root crops in coconut milk","Coconut, Coconut milk"
"Chicken Curry (Filipino)",Lunch/Dinner,"1 cup (200g)",340,18,24,18,"Mild coconut curry","Chicken, Coconut"
"Beef Kare-Kare",Lunch/Dinner,"1 cup (200g)",520,20,28,34,"Beef shank & tripe","Bagoong, Beef, Peanut, Tripe"
"Piniritong Lumpiang Shanghai Rice Bowl",Lunch,"1 bowl",620,72,20,24,"Bowl combo","Lumpia wrapper, Rice"
"Sisig w/ Rice",Lunch/Dinner,"1 plate",780,60,28,42,"Sizzling chopped pork face","Pork, Rice"
"Chicharon Bulaklak",Snack,100g,540,4,12,50,"Deep-fried pork mesentery","Chicharo, Chicharon, Pork"
"Pritong Isda w/ Escabeche",Lunch/Dinner,"1 plate (220g)",360,28,24,14,"Sweet-sour sauce",Fish
"Bangus Sisig",Lunch/Dinner,"1 plate",520,24,28,28,"Milkfish sisig","Bangus, Fish"
"Tinapa Pasta",Snack/Lunch,"1 plate (250g)",520,62,22,18,"Filipino-style pasta",Tinapa
"Filipino-Style Spaghetti",Snack/Lunch,"1 plate (300g)",620,90,20,16,"Sweet-style with hotdogs","Hotdog, Hotdogs"
"Carbonara (Pinoy)",Snack/Lunch,"1 plate (300g)",650,70,22,24,"Creamy style","Rice, Vegetables"
"Liver Steak (Bistek Atay)",Lunch/Dinner,"1 cup (200g)",320,10,26,16,"Liver with onions","Liver, Onion, Onions"
Taho,Breakfast,"Per 1 cup (250g)",180,3,1,40,"Rich in protein, calcium; affordable street food.","Rice, Vegetables"
Champorado,Breakfast,"Per bowl (200g)",250,5,3,55,"Good source of energy; often paired with tuyo.",Tuyo
"Arroz Caldo",Breakfast,"Per bowl (250g)",280,9,7,48,"High in protein and comfort food; budget-friendly.",Rice
Goto,Breakfast,"Per bowl (250g)",260,8,6,47,"Hearty rice porridge; filling and low cost.",Rice
"Pandesal with Peanut Butter",Breakfast,"2 pcs (80g)",210,6,8,28,"Affordable bread staple, versatile filling.","Rice, Vegetables"
"Pandesal with Cheese",Breakfast,"2 pcs (80g)",230,8,9,27,"Protein and calcium-rich, very affordable.","Rice, Vegetables"
Tapsilog,Breakfast,"1 serving (300g)",520,28,18,60,"Classic silog meal, protein-packed.","Egg, Rice"
Longsilog,Breakfast,"1 serving (300g)",540,22,25,58,"Savory and filling breakfast option.","Egg, Rice"
Tosilog,Breakfast,"1 serving (300g)",500,26,20,55,"Popular breakfast meal; protein-rich.","Egg, Rice"
"Corned Beef with Rice",Breakfast,"1 cup rice + 85g corned beef",430,14,20,46,"Easy to prepare, affordable canned option.","Beef, Corned beef, Rice"
"Fried Egg with Rice",Breakfast,"1 cup rice + 1 egg",320,10,9,45,"Very budget-friendly, protein-rich.","Egg, Rice"
"Hotdog with Rice",Breakfast,"1 cup rice + 2 hotdogs",420,12,25,40,"Affordable, popular breakfast for kids.","Hotdog, Rice"
Sopas,Breakfast,"Per bowl (250g)",290,12,8,45,"Affordable creamy pasta soup; hearty.",Noodles
"Pancit Canton (Instant)",Breakfast,"1 pack cooked (100g)",350,9,14,48,"Budget quick breakfast option.",Noodles
Binatog,Breakfast,"1 cup (200g)",280,7,8,46,"Affordable street food, high in carbs.","Rice, Vegetables"
"Banana Cue",Breakfast,"1 stick (150g)",200,2,6,38,"Sweet and filling; cheap street snack.",Banana
"Camote Cue",Breakfast,"1 stick (150g)",210,2,7,40,"Affordable street food snack.","Rice, Vegetables"
Turon,Breakfast,"1 pc (100g)",180,3,6,32,"Banana spring roll; sweet breakfast/snack.",Banana
"Puto with Cheese",Breakfast,"2 pcs (80g)",220,5,5,42,"Steamed rice cake, filling and affordable.",Rice
Kutsinta,Breakfast,"3 pcs (90g)",190,2,4,40,"Sticky rice cake; often paired with puto.","Puto, Rice"
Palitaw,Breakfast,"2 pcs (100g)",210,4,5,42,"Rice-based sweet, affordable option.",Rice
Bibingka,Breakfast,"1 pc (120g)",250,5,9,40,"Holiday treat but affordable version exists.","Rice, Vegetables"
Biko,Breakfast,"1 slice (100g)",230,4,7,46,"Sticky rice delicacy; budget-friendly.",Rice
"Pandesal with Coffee",Breakfast,"2 pcs (80g)",180,6,4,30,"Classic Filipino breakfast pairing.","Rice, Vegetables"
"Banana with Rice",Breakfast,"1 cup rice + 1 banana",280,5,1,62,"Cheap but filling combo.","Banana, Rice"
"Daing na Bangus with Rice",Breakfast,"1 serving (200g)",400,30,18,32,"Protein-rich, affordable local fish.","Bangus, Daing, Fish, Rice"
"Fried Galunggong with Rice",Breakfast,"1 serving (200g)",370,28,15,36,"Budget-friendly fish meal.","Fish, Galunggong, Rice"
Lugaw,Breakfast,"Per bowl (200g)",180,6,3,35,"Simple porridge; highly affordable.",Rice
"Instant Noodles with Rice",Breakfast,"1 pack + 1 cup rice",460,10,16,65,"Cheap combo, common in low-income homes.","Noodles, Rice"
"Salted Egg with Tomato & Rice",Breakfast,"1 egg + 1 cup rice",340,10,16,38,"Very budget-friendly classic meal.","Egg, Rice, Tomato"
"Peanut Butter Sandwich",Breakfast,"2 slices bread",290,8,12,35,"Affordable and filling.","Rice, Vegetables"
"Egg Sandwich",Breakfast,"2 slices bread + egg",300,12,10,36,"Protein-rich, low-cost sandwich.",Egg
"Adobong Sitaw",Lunch,"Per serving (200g)",280,12,15,25,"Vegetable-based adobo, budget-friendly.","Garlic, Soy sauce, String beans, Vinegar"
"Adobong Kangkong",Lunch,"Per serving (200g)",240,8,12,30,"Nutritious and affordable veggie dish.","Egg, Garlic, Soy sauce, Vinegar, Water spinach"
"Ginataang Kalabasa at Sitaw",Lunch,"Per serving (250g)",320,10,18,35,"Budget-friendly, healthy dish.","Coconut milk, Squash, String beans"
Pinakbet,Lunch,"Per serving (250g)",300,12,14,35,"Ilocano vegetable dish; affordable.","Rice, Vegetables"
Laing,Lunch,"Per serving (200g)",310,8,20,30,"Bicol dish, taro leaves in coconut milk.","Coconut, Coconut milk, Taro, Taro leaves"
"Pritong Tilapia",Lunch,"1 pc (200g)",370,32,18,30,"Common affordable fish meal.","Fish, Tilapia"
"Fried Galunggong",Lunch,"1 pc (200g)",360,28,15,28,"Budget staple for many families.",Galunggong
"Adobong Pusit",Lunch,"Per serving (200g)",340,22,16,25,"Affordable seafood dish.","Garlic, Pusit, Soy sauce, Vinegar"
"Pork Giniling",Lunch,"Per serving (200g)",400,18,22,32,"Budget ground pork dish.",Pork
"Chicken Afritada",Lunch,"Per serving (250g)",420,20,24,35,"Tomato-based chicken stew.","Chicken, Tomato"
"Ginisang Monggo",Lunch,"Per serving (200g)",290,15,10,35,"Protein-rich mung beans, affordable.","Mung bean"
"Tinolang Manok",Lunch,"Per serving (250g)",380,25,14,28,"Nutritious soup dish.",Chicken
"Sinigang na Baboy",Lunch,"Per serving (250g)",450,28,24,30,"Popular sour soup, affordable version.","Pork, Tamarind, Vegetables"
"Sinigang na Isda",Lunch,"Per serving (250g)",390,30,14,25,"Sour fish soup, very budget-friendly.","Fish, Tamarind, Vegetables"
"Adobong Manok",Lunch,"Per serving (250g)",420,28,22,30,"Staple Filipino dish, affordable meat.","Chicken, Garlic, Soy sauce, Vinegar"
"Adobong Baboy",Lunch,"Per serving (250g)",460,26,28,20,"Pork adobo, common household dish.","Garlic, Pork, Soy sauce, Vinegar"
Menudo,Lunch,"Per serving (250g)",430,20,26,30,"Tomato-based pork stew.","Pork, Tomato"
Mechado,Lunch,"Per serving (250g)",440,22,28,28,"Budget-friendly tomato-based dish.",Tomato
"Nilagang Baboy",Lunch,"Per serving (250g)",400,22,18,30,"Simple boiled pork dish.",Pork
"Nilagang Manok",Lunch,"Per serving (250g)",380,24,16,28,"Boiled chicken with vegetables.","Chicken, Vegetables"
"Fried Bangus",Lunch,"1 pc (200g)",390,32,18,20,"Milkfish, common affordable protein.","Bangus, Fish"
"Inihaw na Tilapia",Lunch,"1 pc (200g)",350,30,12,18,"Grilled affordable fish.","Fish, Tilapia"
"Inihaw na Baboy",Lunch,"Per serving (200g)",450,28,25,20,"Budget grilled pork meal.",Pork
Chopsuey,Lunch,"Per serving (250g)",300,12,10,35,"Vegetable stir fry, affordable.","Rice, Vegetables"
"Tortang Talong",Lunch,"Per serving (200g)",280,10,16,24,"Eggplant omelet, budget-friendly.","Egg, Eggplant"
"Tortang Giniling",Lunch,"Per serving (200g)",330,14,18,28,"Ground pork omelet, low-cost meal.","Egg, Pork"
"Ginisang Ampalaya",Lunch,"Per serving (200g)",240,8,12,20,"Nutritious bitter gourd dish.","Bitter gourd"
"Ginisang Upo",Lunch,"Per serving (200g)",230,6,10,25,"Bottle gourd sauté, affordable veggie.","Bottle gourd, Egg"
"Ginisang Sayote",Lunch,"Per serving (200g)",220,6,8,25,"Cheap and nutritious gourd dish.",Chayote
"Ginisang Pechay",Lunch,"Per serving (200g)",210,5,8,20,"Nutritious leafy green sauté.",Pechay
"Ginataang Langka",Lunch,"Per serving (200g)",310,8,18,28,"Young jackfruit in coconut milk.","Coconut, Coconut milk, Jackfruit"
"Tokwat Baboy",Lunch,"Per serving (200g)",350,20,22,15,"Affordable mix of tofu and pork.",Pork
"Paksiw na Bangus",Lunch,"Per serving (200g)",340,28,14,12,"Sour milkfish stew, very affordable.","Bangus, Fish"
"Adobong Sitaw at Kalabasa",Dinner,"Per serving (200g)",300,12,16,25,"Hearty vegetable adobo.","Garlic, Soy sauce, Squash, String beans, Vinegar"
"Sinigang na Manok",Dinner,"Per serving (250g)",390,26,14,25,"Sour chicken soup, budget-friendly.","Chicken, Tamarind, Vegetables"
"Tinolang Isda",Dinner,"Per serving (250g)",360,28,12,20,"Nutritious and affordable fish soup.",Fish
"Tinolang Tahong",Dinner,"Per serving (250g)",340,24,8,22,"Mussel soup; high in protein.","Rice, Vegetables"
"Inihaw na Manok",Dinner,"Per serving (250g)",420,30,18,20,"Grilled chicken, affordable protein.",Chicken
"Inihaw na Isda",Dinner,"Per serving (250g)",360,30,14,18,"Grilled fish, common household dish.",Fish
"Fried Tilapia",Dinner,"1 pc (200g)",370,32,16,18,"Budget-friendly fish dinner.","Fish, Tilapia"
"Pork BBQ with Rice",Dinner,"2 sticks + rice (200g)",430,20,24,35,"Affordable street-style dinner.","Pork, Rice"
"Chicken BBQ with Rice",Dinner,"2 sticks + rice (200g)",410,22,20,32,"Affordable grilled option.","Chicken, Rice"
"Lumpiang Shanghai with Rice",Dinner,"5 pcs + rice (250g)",460,20,26,40,"Budget-friendly party staple.","Lumpia wrapper, Rice"
"Pork Sinigang",Dinner,"Per serving (250g)",450,28,22,30,"Sour pork soup, filling dinner.","Pork, Tamarind, Vegetables"
"Beef Nilaga",Dinner,"Per serving (250g)",470,28,28,25,"Hearty boiled beef dish.",Beef
"Bulalo (Budget Cut)",Dinner,"Per serving (250g)",480,30,30,20,"Affordable beef soup using shank.",Beef
Batchoy,Dinner,"Per bowl (250g)",400,20,18,50,"Noodle soup, very filling.",Noodles
Mami,Dinner,"Per bowl (250g)",380,18,12,48,"Affordable noodle soup.",Noodles
"Pork Caldereta",Dinner,"Per serving (250g)",460,26,28,30,"Tomato-based pork stew.","Pork, Tomato"
"Chicken Caldereta",Dinner,"Per serving (250g)",440,24,22,32,"Budget-friendly chicken stew.",Chicken
"Vegetable Caldereta",Dinner,"Per serving (250g)",360,10,14,45,"Affordable veggie stew.",Egg
Dinengdeng,Dinner,"Per serving (200g)",280,8,12,30,"Ilocano dish, veggies with bagoong.","Bagoong, Egg"
"Ensaladang Talong",Dinner,"Per serving (200g)",220,6,8,20,"Grilled eggplant salad.","Egg, Eggplant"
"Ensaladang Mangga",Dinner,"Per serving (200g)",210,4,6,25,"Green mango salad, cheap option.","Rice, Vegetables"
Laoya,Dinner,"Per serving (250g)",450,28,26,30,"Mindanao beef soup.",Beef
"Kinilaw na Isda",Dinner,"Per serving (200g)",320,26,10,18,"Filipino ceviche, budget version.",Fish
"Paksiw na Isda",Dinner,"Per serving (200g)",330,28,12,15,"Sour fish stew, affordable dish.",Fish
Paklay,Dinner,"Per serving (250g)",420,22,20,30,"Mindanao dish of innards.",Innards
Balbacua,Dinner,"Per serving (250g)",470,30,28,25,"Beef stew with tendons, affordable.","Beef, Tendons"
"Kinunot na Pagi",Dinner,"Per serving (200g)",350,20,16,22,"Bicol stingray dish, local specialty.","Rice, Vegetables"
"Pangat na Isda",Dinner,"Per serving (200g)",340,28,14,15,"Boiled fish in tomatoes.","Fish, Tomato"
"Tinapang Galunggong",Dinner,"1 pc (200g)",360,30,15,12,"Smoked fish dinner, cheap protein.","Fish, Galunggong, Smoked fish, Tinapa"
"Utang Bisaya (Vegetable Soup)",Dinner,"Per serving (250g)",260,8,6,40,"Cebuano veggie soup.",Egg
"Bicol Express",Dinner,"Per serving (200g)",380,14,24,22,"Spicy pork with coconut milk.","Coconut, Coconut milk, Pork"
"Ginataang Puso ng Saging",Dinner,"Per serving (200g)",310,10,18,20,"Banana blossom in coconut milk.","Banana, Coconut, Coconut milk"
"Ginisang Repolyo",Dinner,"Per serving (200g)",230,6,8,28,"Sauted cabbage, affordable dish.",Cabbage
"Ginataang Malunggay",Dinner,"Per serving (200g)",280,8,12,30,"Highly nutritious leaf dish.","Coconut milk, Moringa"
